id,company,title,totalyearlycompensation,location,yearsofexperience,yearsatcompany,basesalary,stockgrantvalue,bonus
1382,Microsoft,Software Engineer,165000,"Redmond, WA",0,0,109000,30000,25000
1383,Google,Software Engineer,261000,"San Francisco, CA",6,6,158000,75000,28000
1384,Qualcomm,Software Engineer,119000,"San Diego, CA",4,3,104000,5000,10000
1385,Barclays,Software Engineer,150000,"New York, NY",9,0,0,0,0
1386,Facebook,Software Engineer,225000,"Menlo Park, CA",3,2,150000,60000,15000
1387,Amazon,Software Engineer,190000,"Seattle, WA",2,2,131000,59000,0
1388,Google,Software Engineer,276000,"Mountain View, CA",10,2,159000,83000,34000
1389,Amazon,Product Manager,233000,"Seattle, WA",11,4.5,121000,112000,0
1390,Microsoft,Software Engineer,237000,"San Francisco, CA",3,1,159000,65000,13000
1391,Microsoft,Product Manager,148000,"Seattle, WA",0,0,108000,20000,20000
1392,Apple,Software Engineer,152000,"Sunnyvale, CA",0,0,110000,12000,30000
1393,Microsoft,Software Engineer,497000,"Redmond, WA",12,9,222000,200000,75000
1394,Amazon,Solution Architect,300000,"San Diego, CA",16,16,0,0,0
1395,microsoft,Solution Architect,235000,"Milwaukee, WI",10,0,155000,40000,40000
1396,Apple,Software Engineer,283000,"Cupertino, CA",10,0,170000,57000,63000
1397,Oath,Data Scientist,160000,"New York, NY",1,1,130000,10000,20000
1398,Microsoft,Software Engineer,157000,"Redmond, WA",0,0,109000,18000,30000
1399,PayPal,Data Scientist,220000,"San Jose, CA",7,2.5,150000,50000,20000
1400,Microsoft,Software Engineer,320000,"Redmond, WA",10,1,190000,100000,30000
1401,Google,Software Engineer,250000,"Boulder, CO",5,5,125000,100000,25000
1402,Electronic Arts,Product Manager,230000,"Redwood City, CA",15,5,0,0,0
1403,Google,Product Manager,230000,"Mountain View, CA",14,5,0,0,0
1404,N/A,Software Engineering Manager,292000,"Austin, TX",15,4,250000,0,42000
1405,Microsoft,Software Engineer,193000,"Redmond, WA",8,0,145000,33000,15000
1406,Microsoft,Software Engineer,233000,"Redmond, WA",9,1,165000,50000,18000
1407,Google,Product Manager,163000,"Mountain View, CA",0,0,120000,25000,18000
1408,Amazon,Business Analyst,124000,"Seattle, WA",10,2,100000,24000,0
1409,Oracle,Software Engineer,400000,"Santa Clara, CA",10,2,200000,180000,20000
1410,Facebook,Software Engineer,577000,"Menlo Park, CA",6,3,187000,363000,27000
1411,Facebook,Product Manager,160000,"Seattle, WA",1,1,120000,40000,10000
1412,Amazon,Software Engineering Manager,620000,"Seattle, WA",20,4,0,0,0
1413,Yahoo,Software Engineer,190000,"Sunnyvale, CA",6,6,150000,20000,20000
1414,Wayfair,Product Manager,94000,"Boston, MA",3,1,80000,6000,8000
1415,Amazon,Software Engineering Manager,400000,"Seattle, WA",23,1,0,0,0
1416,Bloomberg,Software Engineering Manager,485000,"New York, NY",15,12,345000,0,140000
1417,Amazon,Software Engineer,429000,"Seattle, WA",21,2,160000,269000,0
1418,Facebook,Product Designer,250000,"Menlo Park, CA",2,2,140000,95000,15000
1419,Amazon,Software Engineer,281000,"New York, NY",4,1,166000,75000,40000
1420,Qualcomm,Software Engineer,130000,"San Diego, CA",4,2,108000,12000,10000
1421,Cisco,Software Engineer,325000,"San Jose, CA",15,3,175000,100000,60000
1422,Apple,Software Engineer,351000,"Sunnyvale, CA",34,3,214000,117000,20000
1423,Roku,Software Engineer,325000,"Los Gatos, CA",4,1,250000,75000,0
1424,IBM,Product Manager,140000,"San Francisco, CA",5,1,0,0,0
1425,Ibm,Product Manager,140000,"San Francisco, CA",5,1,0,0,0
1426,Facebook,Software Engineer,251000,"Menlo Park, CA",3,1,160000,75000,16000
1427,Bloomberg,Software Engineer,164000,"New York, NY",3,3,145000,0,19000
1428,Texas Instruments,Software Engineering Manager,71000,"Bangalore, KA, India",10,4,0,0,0
1429,Facebook,Product Manager,310000,"Seattle, WA",4,1,175000,110000,25000
1430,Boeing,Software Engineer,253000,"Sunnyvale, CA",15,3,178000,50000,23000
1431,Amazon,Product Manager,250000,"Seattle, WA",12,5,150000,100000,0
1432,Lyft,Software Engineer,249000,"San Francisco, CA",0,0,130000,70000,50000
1433,Amazon,Software Engineer,160000,"Cambridge, EN, United Kingdom",1,1,0,0,0
1434,Intel,Software Engineer,116000,"Hillsboro, OR",3,3,97000,8000,11000
1435,Yahoo,Software Engineer,188000,"Sunnyvale, CA",3,3,148000,20000,20000
1436,Yahoo,Software Engineer,188000,"Sunnyvale, CA",3,3,148000,20000,20000
1437,LinkedIn,Software Engineer,350000,"Mountain View, CA",5,5,0,0,0
1438,Google,Software Engineer,238000,"Mountain View, CA",8,0,135000,83000,20000
1439,Apple,Software Engineer,490000,"Cupertino, CA",8,6,180000,280000,30000
1440,Google,Software Engineer,230000,"Seattle, WA",5,0,135000,75000,20000
1441,Microsoft,Software Engineer,136000,"Redmond, WA",0,0,110000,15000,11000
1442,Electronic Arts,Software Engineer,190000,"Austin, TX",10,8,145000,15000,25000
1443,Amazon,Software Engineer,340000,"Herndon, VA",13,3,180000,160000,0
1444,Cisco,Software Engineer,365000,"San Jose, CA",18,6,215000,75000,75000
1445,Wayfair,Product Manager,94000,"Boston, MA",2,0.75,80000,5000,8000
1446,Amazon,Software Engineer,230000,"Seattle, WA",3,3,130000,100000,0
1447,TripAdvisor,Product Manager,157000,"Boston, MA",2,2,130000,12000,15000
1448,VMware,Software Engineer,64000,"Bangalore, KA, India",8,4,38000,10000,8000
1449,Qualcomm,Software Engineer,180000,"San Diego, CA",8,6,136000,14000,30000
1450,Qualcomm,Software Engineer,195000,"San Diego, CA",12,10,145000,15000,35000
1451,Qualcomm,Software Engineer,111000,"San Diego, CA",2,0,96000,7000,8000
1452,Spotify,Software Engineering Manager,175000,"New York, NY",5,3,0,0,0
1453,GoDaddy,Product Designer,80000,"London, EN, United Kingdom",5,3,0,0,0
1454,Qualcomm,Software Engineer,160000,"San Diego, CA",7,7,130000,20000,10000
1455,Google,Software Engineer,218000,"Mountain View, CA",1,0,135000,63000,20000
1456,Amazon,Software Engineer,154000,"Seattle, WA",2,1,0,0,0
1457,Dropbox,Software Engineer,380000,"San Francisco, CA",10,4,185000,165000,28000
1458,Google,Product Manager,887000,"San Francisco, CA",17,8,260000,550000,70000
1459,IBM,Product Designer,125000,"Shanghai, SH, China",12,4.5,0,0,0
1460,Amazon,Software Engineer,104000,"Seattle, WA",1,1,0,0,0
1461,Microsoft,Product Manager,159000,"Redmond, WA",10,5,135000,11000,13000
1462,Ernst and young,Product Manager,60000,"Orlando, FL",1,1,60000,0,0
1463,Splunk,Product Manager,260000,"Seattle, WA",9,1,170000,60000,25000
1464,Amazon,Software Engineer,125000,"Seattle, WA",10,1,111000,10000,4000
1465,Uber,Software Engineer,535000,"San Francisco, CA",20,3,181000,328000,26000
1466,Microsoft,Software Engineer,272000,"New York, NY",10,5,210000,28000,34000
1467,Netflix,Software Engineer,350000,"Los Gatos, CA",4,0,350000,0,0
1468,Google,Data Scientist,210000,"Mountain View, CA",1,1,132000,42000,36000
1469,Google,Data Scientist,210000,"Mountain View, CA",1,1,132000,42000,36000
1470,Intel,Software Engineer,113000,"Hillsboro, OR",1,1,108000,7000,5000
1471,LinkedIn,Software Engineer,450000,"Sunnyvale, CA",8,4,0,0,0
1472,Microsoft,Product Manager,156000,"Seattle, WA",0,0,108000,23000,25000
1473,Microsoft,Product Designer,270000,"Seattle, WA",10,7,190000,40000,40000
1474,Apple,Hardware Engineer,300000,"Cupertino, CA",11,4,170000,105000,25000
1475,Apple,Software Engineer,350000,"Cupertino, CA",14,4,0,0,0
1476,Amazon,Software Engineer,230000,"Seattle, WA",5,3,141000,89000,0
1477,Amazon,Software Engineer,186000,"Seattle, WA",2,2,0,0,0
1478,Amazon,Data Scientist,115000,"Seattle, WA",6,2,0,0,0
1479,Amazon,Data Scientist,115000,"Seattle, WA",6,2,0,0,0
1480,VMware,Software Engineer,310000,"Palo Alto, CA",15,5,175000,99000,36000
1481,LinkedIn,Software Engineer,400000,"Sunnyvale, CA",8,2,193000,180000,27000
1482,Groupon,Software Engineer,325000,"Palo Alto, CA",11,3,0,0,0
1483,Facebook,Software Engineer,410000,"Menlo Park, CA",9,2,180000,200000,30000
1484,Twitter,Software Engineer,210000,"San Francisco, CA",1,1,145000,50000,15000
1485,Expedia,Software Engineer,145000,"Bellevue, WA",4,1,130000,0,15000
1486,Amazon,Software Engineer,247000,"Seattle, WA",10,8,145000,102000,0
1487,Uber,Software Engineer,280000,"San Francisco, CA",3,1,147000,125000,13000
1488,Apple,Software Engineer,170000,"Cupertino, CA",7,1,0,0,0
1489,Apple,Software Engineer,550000,"Cupertino, CA",14,6,220000,280000,50000
1490,eBay,Software Engineer,125000,"San Jose, CA",4,2.5,0,0,0
1491,Amazon,Software Engineer,185000,"Seattle, WA",4,1,140000,5000,40000
1492,ebay,Product Designer,315000,"San Jose, CA",15,3,280000,10000,25000
1493,LinkedIn,Software Engineer,258000,"Sunnyvale, CA",3,2,148000,90000,20000
1494,LinkedIn,Software Engineering Manager,435000,"Sunnyvale, CA",14,4,210000,200000,25000
1495,Adobe,Software Engineer,242000,"San Jose, CA",10,1,175000,63000,4000
1496,Apple,Software Engineer,153000,"Cupertino, CA",0,0,115000,18000,15000
1497,Yelp,Software Engineer,200000,"San Francisco, CA",3,0,150000,50000,0
1498,Apple,Software Engineering Manager,450000,"Cupertino, CA",10,10,205000,215000,35000
1499,Intel,Software Engineer,193000,"Folsom, CA",19,19,138000,15000,31000
1500,Google,Software Engineer,200000,"Seattle, WA",3,0,130000,50000,20000
1501,LinkedIn,Software Engineer,190000,"San Francisco, CA",1,1,0,0,0
1502,Apple,Software Engineer,333000,"Cupertino, CA",7,4,0,0,0
1503,Amazon,Software Engineer,317000,"Palo Alto, CA",6,6,167000,90000,60000
1504,Uber,Software Engineer,500000,"San Francisco, CA",8,1,198000,250000,52000
1505,Airbnb,Software Engineer,580000,"San Francisco, CA",10,4,230000,300000,50000
1506,Amazon,Product Designer,133000,"Seattle, WA",1,0,100000,0,30000
1507,LinkedIn,Software Engineer,188000,"Sunnyvale, CA",7,1,127000,38000,13000
1508,Facebook,Software Engineer,255000,"Menlo Park, CA",5,0,160000,45000,50000
1509,Lyft,Software Engineer,250000,"San Francisco, CA",4,0,155000,75000,20000
1510,Lyft,Software Engineer,280000,"San Francisco, CA",5,0,175000,75000,20000
1511,Lyft,Software Engineer,370000,"San Francisco, CA",4,0,192000,140000,38000
1512,Uber,Product Manager,374000,"San Francisco, CA",10,2,184000,170000,20000
1513,Amazon,Software Engineer,260000,"Seattle, WA",10,2,143000,60000,57000
1514,Google,Software Engineer,300000,"Mountain View, CA",10,4,164000,100000,40000
1515,Groupon,Software Engineer,160000,"Palo Alto, CA",2,2,130000,20000,10000
1516,Amazon,Software Engineer,148000,"Palo Alto, CA",1,0,116000,17000,25000
1517,Lyft,Software Engineer,200000,"San Francisco, CA",1,1,0,0,0
1518,Yahoo,Software Engineering Manager,450000,"Sunnyvale, CA",12,12,250000,150000,50000
1519,Yahoo,Software Engineering Manager,463000,"Sunnyvale, CA",12,12,253000,150000,60000
1520,Qualcomm,Software Engineer,106000,"San Diego, CA",2,0,90000,8000,8000
1521,Dropbox,Software Engineer,355000,"Seattle, WA",10,0,200000,125000,30000
1522,Qualcomm,Software Engineer,116000,"San Jose, CA",2,1,98000,10000,8000
1523,Salesforce,Software Engineer,200000,"San Francisco, CA",4,1,0,0,0
1524,Salesforce,Software Engineer,190000,"San Francisco, CA",13,1,0,0,0
1525,Veritas Technologies,Software Engineer,150000,"San Francisco, CA",3,3,0,0,0
1526,Microsoft,Product Manager,106000,"Seattle, WA",1,1,0,0,0
1527,Facebook,Software Engineer,380000,"Menlo Park, CA",10,0,200000,150000,30000
1528,Microsoft,Product Manager,374000,"Redmond, WA",20,5,0,0,0
1529,Amazon,Product Manager,425000,"Seattle, WA",6,6,0,0,0
1530,Facebook,Software Engineer,276000,"Seattle, WA",4,0,160000,100000,16000
1531,Airbnb,Software Engineer,204000,"San Francisco, CA",3,2,0,0,0
1532,Salesforce,Software Engineer,245000,"San Francisco, CA",3,1,190000,46000,19000
1533,LinkedIn,Software Engineer,262000,"San Francisco, CA",4,4,162000,85000,15000
1534,Uber,Software Engineer,160000,"San Francisco, CA",2,2,115000,40000,10000
1535,Google,Software Engineer,420000,"Mountain View, CA",5,5,0,0,0
1536,Apple,Data Scientist,188000,"Cupertino, CA",6,1,125000,50000,14000
1537,Apple,Software Engineer,200000,"Cupertino, CA",3,1.5,0,0,0
1538,Salesforce,Software Engineer,159000,"San Francisco, CA",0,0,125000,21000,13000
1539,Amazon,Software Engineer,134000,"Los Angeles, CA",1,1,104000,3000,20000
1540,Google,Software Engineer,210000,"Mountain View, CA",8,2.5,0,0,0
1541,Amazon,Software Engineer,350000,"Cupertino, CA",7,6,0,0,0
1542,eBay,Software Engineer,260000,"San Jose, CA",20,7,210000,25000,25000
1543,Facebook,Software Engineer,350000,"Menlo Park, CA",6,1,180000,140000,30000
1544,Amazon,Software Engineer,145000,"Seattle, WA",1,0,0,0,0
1545,eBay,Software Engineering Manager,350000,"San Francisco, CA",10,7,0,0,0
1546,Apple,Software Engineer,210000,"Sunnyvale, CA",5,3.5,148000,60000,8000
1547,Oracle,Software Engineering Manager,270000,"Redwood City, CA",23,4,225000,45000,0
1548,LinkedIn,Software Engineer,169000,"Sunnyvale, CA",0,0,120000,37000,12000
1549,Microsoft,Data Scientist,215000,"Redmond, WA",10,10,160000,35000,20000
1550,Apple,Software Engineer,125000,"Cupertino, CA",6,2,125000,0,0
1551,Microsoft,Software Engineer,166000,"Seattle, WA",3,1,134000,20000,12000
1552,Goldman Sachs,Software Engineer,80000,"New York, NY",1,1,0,0,0
1553,Pinterest,Software Engineering Manager,475000,"San Francisco, CA",15,2,201000,274000,0
1554,Google,Product Manager,390000,"Seattle, WA",10,5.5,200000,135000,55000
1555,IBM,Software Engineer,76000,"Austin, TX",2,2,0,0,0
1556,IBM,Software Engineer,101000,"Austin, TX",3,3,0,0,0
1557,Uber,Solution Architect,155000,"San Francisco, CA",17,4,145000,0,10000
1558,Apple,Software Engineer,291000,"San Francisco, CA",3,3,155000,120000,22000
1559,Microsoft,Software Engineer,108000,"Vancouver, BC, Canada",2,2,77000,9000,22000
1560,Facebook,Software Engineer,200000,"Menlo Park, CA",15,2,150000,50000,0
1561,Salesforce,Software Engineer,285000,"San Francisco, CA",6,1,205000,45000,32000
1562,Uber,Software Engineer,290000,"San Francisco, CA",6,2,0,0,0
1563,Apple,Software Engineer,300000,"San Francisco, CA",12,1,190000,100000,10000
1564,Uber,Software Engineer,262000,"San Francisco, CA",2,1,143000,105000,14000
1565,Facebook,Software Engineer,265000,"New York, NY",3,0,150000,75000,40000
1566,Facebook,Software Engineer,265000,"New York, NY",3,0,150000,75000,40000
1567,Qualcomm,Software Engineer,118000,"San Jose, CA",1,1,100000,10000,8000
1568,Amazon,Product Manager,214000,"Seattle, WA",5,2,134000,80000,0
1569,Salesforce,Software Engineer,284000,"San Francisco, CA",12,12,206000,37000,41000
1570,Amazon,Software Engineer,240000,"Seattle, WA",5,4,0,0,0
1571,LinkedIn,Product Designer,350000,"San Francisco, CA",6,3.5,170000,150000,30000
1572,Google,Product Designer,115000,"Mountain View, CA",10,1,0,0,0
1573,LinkedIn,Software Engineer,270000,"Mountain View, CA",2,2,150000,100000,20000
1574,Amazon,Software Engineering Manager,300000,"Seattle, WA",19,3,0,0,0
1575,Intel,Software Engineer,90000,"Phoenix, AZ",1,1,0,0,0
1576,VMware,Product Manager,204000,"Palo Alto, CA",2,2,155000,25000,24000
1577,Google,Product Manager,400000,"Seattle, WA",10,3,0,0,0
1578,Amazon,Software Engineer,160000,"Seattle, WA",4,1,130000,0,0
1579,Microsoft,Software Engineer,157000,"Redmond, WA",2,2,134000,8000,15000
1580,Amazon,Product Manager,230000,"Seattle, WA",10,0,0,0,0
1581,Microsoft,Software Engineering Manager,240000,"Boston, MA",13,13,180000,30000,30000
1582,Amazon,Software Engineer,148000,"Minneapolis, MN",0,0,108000,21000,19000
1583,Microsoft,Product Manager,400000,"Seattle, WA",5,5,0,0,0
1584,Salesforce,Software Engineer,220000,"San Francisco, CA",4,4,170000,25000,25000
1585,Salesforce,Data Scientist,315000,"San Francisco, CA",15,3,225000,50000,40000
1586,Amazon,Software Engineer,124000,"Seattle, WA",1,1,104000,0,20000
1587,Amazon,Software Engineer,225000,"Seattle, WA",6,1,145000,55000,25000
1588,Intuit,Product Manager,200000,"Mountain View, CA",4,2,149000,30000,21000
1589,Uber,Data Scientist,240000,"San Francisco, CA",2,0,140000,60000,40000
1590,Apple,Software Engineer,300000,"Sunnyvale, CA",11,3,175000,100000,20000
1591,Salesforce,Product Manager,210000,"San Francisco, CA",3,1,0,0,0
1592,Facebook,Software Engineer,160000,"San Francisco, CA",1,1,0,0,0
1593,Zillow Group,Software Engineer,320000,"Seattle, WA",6,1,0,0,0
1594,Salesforce,Software Engineer,365000,"San Francisco, CA",8,1,200000,125000,40000
1595,Microsoft,Software Engineer,187000,"Redmond, WA",2,2,132000,40000,15000
1596,Amazon,Product Manager,350000,"Seattle, WA",10,5,140000,200000,5000
1597,LinkedIn,Software Engineer,295000,"Sunnyvale, CA",4,4,144000,130000,21000
1598,Apple,Software Engineer,245000,"Sunnyvale, CA",7,1,175000,40000,30000
1599,Groupon,Software Engineering Manager,350000,"San Francisco, CA",10,6,0,0,0
1600,Amazon,Product Manager,200000,"Seattle, WA",16,2,0,0,0
1601,Google,Software Engineer,208000,"Cambridge, MA, United States",1,0,138000,49000,21000
1602,Salesforce,Software Engineer,440000,"Oakland, CA",20,8,270000,105000,65000
1603,Facebook,Software Engineer,157000,"Seattle, WA",4,0,157000,75000,0
1604,Amazon,Software Engineer,180000,"Seattle, WA",5,5,0,0,0
1605,Apple,Hardware Engineer,115000,"San Francisco, CA",1,1,100000,10000,5000
1606,Ebay,Software Engineer,100000,"Amsterdam, NH, Netherlands",9,1,0,0,0
1607,Apple,Software Engineer,320000,"Sunnyvale, CA",12,4,0,0,0
1608,eBay,Software Engineering Manager,360000,"San Jose, CA",12,8,210000,120000,30000
1609,Google,Software Engineer,269000,"San Francisco, CA",3,3,0,0,0
1610,Groupon,Product Manager,120000,"Chicago, IL",10,3,0,0,0
1611,Apple,Software Engineering Manager,340000,"Cupertino, CA",12,4,180000,140000,20000
1612,Amazon,Software Engineer,215000,"Seattle, WA",14,0,0,0,0
1613,Google,Software Engineering Manager,330000,"Mountain View, CA",10,0.5,200000,100000,30000
1614,Microsoft,Software Engineer,293000,"Boston, MA",14,1,158000,114000,21000
1615,Amazon,Software Engineering Manager,650000,"Seattle, WA",20,1,160000,240000,250000
1616,Target,Product Manager,170000,"Minneapolis, MN",6,4,0,0,0
1617,LinkedIn,Software Engineer,200000,"Sunnyvale, CA",11,3,0,0,0
1618,Apple,Software Engineer,250000,"Sunnyvale, CA",7,0,170000,40000,40000
1619,Google,Software Engineer,175000,"Mountain View, CA",2,0.25,120000,25000,20000
1620,Amazon,Software Engineer,240000,"Seattle, WA",6,5,0,0,0
1621,Uber,Software Engineer,206000,"Seattle, WA",2,0,143000,50000,13000
1622,Roku,Software Engineer,310000,"Los Gatos, CA",7,1,240000,70000,0
1623,Facebook,Software Engineer,250000,"Menlo Park, CA",1,1,115000,40000,0
1624,Lyft,Software Engineer,600000,"San Francisco, CA",12,2,200000,400000,0
1625,Google,Product Manager,150000,"San Francisco, CA",15,1,125000,5000,20000
1626,Amazon,Software Engineer,169000,"New York, NY",2,1,115000,46000,8000
1627,SAP,Product Manager,230000,"Palo Alto, CA",10,4,0,0,0
1628,Lyft,Software Engineer,500000,"San Francisco, CA",10,3,175000,0,0
1629,Amazon,Software Engineering Manager,400000,"Seattle, WA",16,6,0,0,0
1630,Google,Software Engineer,187000,"Mountain View, CA",0,0,125000,33000,29000
1631,Amazon,Product Manager,180000,"Seattle, WA",3,0,0,0,0
1632,Salesforce,Solution Architect,111000,"Indianapolis, IN",10,2,0,0,0
1633,Salesforce,Software Engineer,500000,"San Francisco, CA",17,5,240000,0,60000
1634,Salesforce,Software Engineer,999000,"San Francisco, CA",13,3,400000,449000,150000
1635,Salesforce,Software Engineer,137000,"Vancouver, BC, Canada",4,4,102000,20000,15000
1636,Salesforce,Product Manager,350000,"San Francisco, CA",12,3,0,0,0
1637,Salesforce,Software Engineer,221000,"Indianapolis, IN",15,1,164000,32000,25000
1638,Box,Software Engineering Manager,375000,"Redwood City, CA",14,1,250000,125000,0
1639,Salesforce,Software Engineer,327000,"San Francisco, CA",4,4,165000,150000,22000
1640,Amazon,Software Engineer,200000,"Seattle, WA",3,3,131000,70000,3000
1641,Salesforce,Software Engineer,184000,"San Francisco, CA",1,1,140000,30000,14000
1642,Salesforce,Software Engineering Manager,403000,"Bellevue, WA",15,3,203000,159000,41000
1643,Salesforce,Software Engineer,372000,"San Francisco, CA",11,7,210000,120000,42000
1644,mi,Software Engineer,130000,"Redmond, WA",1,1,115000,5000,10000
1645,eBay,Software Engineer,237000,"Seattle, WA",5,5,160000,22000,55000
1646,Expedia,Product Manager,200000,"Seattle, WA",7,1,150000,20000,30000
1647,Amazon,Software Engineer,174000,"Seattle, WA",2,3,130000,8000,0
1648,Microsoft,Product Manager,174000,"Redmond, WA",17,14,0,0,0
1649,Salesforce,Software Engineer,280000,"San Francisco, CA",15,3,195000,55000,30000
1650,Google,Software Engineer,220000,"Seattle, WA",5,2.5,0,0,0
1651,Google,Software Engineer,220000,"Los Angeles, CA",14,0.5,148000,50000,22000
1652,Google,Software Engineer,148000,"Seattle, WA",4,1,0,0,0
1653,Twitter,Data Scientist,230000,"San Francisco, CA",2,1,0,0,0
1654,Google,Software Engineer,176000,"Mountain View, CA",1,0,125000,32000,18000
1655,Salesforce,Software Engineer,180000,"San Francisco, CA",4,4,147000,0,0
1656,Salesforce,Software Engineer,245000,"Toronto, ON, Canada",20,2,190000,30000,25000
1657,Salesforce,Software Engineering Manager,270000,"San Francisco, CA",15,8,0,0,0
1658,Salesforce,Software Engineer,390000,"Seattle, WA",20,2.5,210000,140000,42000
1659,Salesforce,Software Engineer,240000,"San Francisco, CA",6,2,181000,26000,27000
1660,Salesforce,Software Engineer,202000,"San Francisco, CA",5,1,155000,32000,15000
1661,Goldman Sachs,Software Engineer,170000,"New York, NY",2,2,102000,10000,58000
1662,Amazon,Software Engineer,170000,"Seattle, WA",5,2,0,0,0
1663,Microsoft,Software Engineer,185000,"Redmond, WA",3,1,135000,40000,10000
1664,Amazon,Software Engineer,212000,"Seattle, WA",1,1,0,0,0
1665,Salesforce,Software Engineer,245000,"San Francisco, CA",6,2,170000,50000,25000
1666,Salesforce,Software Engineer,165000,"San Francisco, CA",0,0,130000,22000,13000
1667,Salesforce,Software Engineer,230000,"San Francisco, CA",7,3,182000,30000,27000
1668,Amazon,Product Manager,300000,"Seattle, WA",20,4,0,0,0
1669,Google,Software Engineer,460000,"Zurich, ZH, Switzerland",8,5,0,0,0
1670,Apple,Software Engineer,191000,"Cupertino, CA",2,2,115000,71000,5000
1671,Apple,Software Engineer,191000,"Cupertino, CA",2,2,115000,71000,5000
1672,VMware,Software Engineer,300000,"Palo Alto, CA",10,6.5,195000,60000,45000
1673,Yahoo,Software Engineer,210000,"Sunnyvale, CA",7,5,170000,15000,25000
1674,LinkedIn,Software Engineer,332000,"Mountain View, CA",8,1,165000,145000,22000
1675,Salesforce,Software Engineer,176000,"San Francisco, CA",7,7,0,0,0
1676,Cisco,Software Engineer,220000,"San Jose, CA",12,4,175000,20000,25000
1677,Salesforce,Product Designer,173000,"San Francisco, CA",8,3,0,0,0
1678,Google,Software Engineer,158000,"Mountain View, CA",0,0,116000,25000,17000
1679,IBM,Software Engineer,140000,"Raleigh, NC",20,20,135000,0,5000
1680,Facebook,Software Engineer,159000,"Menlo Park, CA",0,0,115000,38000,6000
1681,Apple,Software Engineer,400000,"Sunnyvale, CA",4,3,0,0,0
1682,Pure Storage,Software Engineer,290000,"Mountain View, CA",5,3,170000,100000,20000
1683,Workday,Software Engineer,175000,"Pleasanton, CA",2,0,145000,28000,0
1684,Google,Software Engineer,158000,"San Bruno, CA",1,1,116000,25000,17000
1685,Google,Product Manager,296000,"Seattle, WA",5,1,141000,120000,25000
1686,Apple,Software Engineer,215000,"Sunnyvale, CA",4,0,0,0,0
1687,Apple,Software Engineer,205000,"Cupertino, CA",10,1,150000,40000,15000
1688,Amazon,Product Manager,326000,"Seattle, WA",8,6,154000,172000,0
1689,Linkedin,Software Engineering Manager,700000,"Sunnyvale, CA",10,6,300000,300000,100000
1690,Intel,Software Engineer,108000,"Oregon City, OR",3,3,98000,3000,7000
1691,Salesforce,Software Engineer,212000,"Seattle, WA",8,1,177000,10000,25000
1692,eBay,Software Engineer,340000,"San Jose, CA",15,2,220000,75000,45000
1693,Uber,Software Engineer,177000,"San Francisco, CA",1,1,130000,34000,13000
1694,amazon,Product Manager,350000,"Seattle, WA",7,5,0,0,0
1695,Intel,Product Manager,240000,"Chandler, AZ",16,16,0,0,0
1696,Intel,Product Manager,240000,"Chandler, AZ",16,16,0,0,0
1697,Facebook,Software Engineering Manager,550000,"Seattle, WA",11,0,222000,275000,50000
1698,Expedia,Software Engineer,215000,"Seattle, WA",12,3,155000,40000,20000
1699,Salesforce,Software Engineer,251000,"New York, NY",4,1,195000,30000,30000
1700,Salesforce,Software Engineer,180000,"San Francisco, CA",4,4,0,0,0
1701,Salesforce,Software Engineer,150000,"Minneapolis, MN",4,4,120000,8000,20000
1702,Qualcomm,Software Engineer,106000,"San Diego, CA",2,0,90000,8000,8000
1703,Qualcomm,Software Engineer,150000,"San Diego, CA",4,0,120000,10000,20000
1704,Google,Software Engineer,190000,"Zurich, ZH, Switzerland",0,0,0,0,0
1705,Tableau Software,Product Manager,195000,"Palo Alto, CA",1,1,0,0,0
1706,Microsoft,Software Engineer,150000,"Renton, WA",1,1,100000,40000,10000
1707,Microsoft,Product Designer,200000,"Seattle, WA",7,5.5,160000,20000,20000
1708,Salesforce,Product Manager,310000,"San Francisco, CA",16,4,235000,0,0
1709,Amazon,Software Engineering Manager,460000,"Seattle, WA",15,4,0,0,0
1710,Google,Software Engineer,290000,"Mountain View, CA",8,6,0,0,0
1711,Microsoft,Software Engineer,153000,"Redmond, WA",0,0.5,111000,30000,12000
1712,Microsoft,Software Engineer,157000,"Redmond, WA",4,2,121000,22000,14000
1713,eBay,Software Engineer,283000,"San Jose, CA",15,1,205000,38000,41000
1714,Facebook,Software Engineer,176000,"San Francisco, CA",1,1,110000,55000,11000
1715,Microsoft,Software Engineer,162000,"Redmond, WA",1,1,0,0,0
1716,Microsoft,Software Engineer,240000,"Redmond, WA",10,10,180000,29000,31000
1717,Amazon,Software Engineer,305000,"Boston, MA",6,4,160000,145000,0
1718,Facebook,Software Engineer,158000,"Menlo Park, CA",2,0,110000,38000,10000
1719,Amazon,Software Engineer,220000,"Seattle, WA",8,0,150000,42000,28000
1720,Salesforce,Product Designer,228000,"San Francisco, CA",6,1,192000,0,0
1721,Google,Software Engineer,280000,"Mountain View, CA",14,3,170000,95000,15000
1722,Snap,Product Designer,120000,"Los Angeles, CA",9,2,120000,70000,0
1723,Facebook,Software Engineer,277000,"Menlo Park, CA",1,0,160000,100000,16000
1724,Microsoft,Product Manager,145000,"Redmond, WA",1,1,108000,30000,7000
1725,PayPal,Software Engineer,214000,"San Jose, CA",8,1,172000,25000,17000
1726,Google,Software Engineer,172000,"San Bruno, CA",2,1,0,0,0
1727,Apple,Software Engineer,247000,"Sunnyvale, CA",8,1,170000,40000,37000
1728,eBay,Software Engineer,191000,"San Jose, CA",2,0,160000,15000,16000
